thread_id,topic,intent,inbound,brand_reply
t2667,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2881, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2668,praise other,praise_other,@customer: do you fly to PHX direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA1561.
t2669,flight delay,flight_delay,"@customer: @AmericanAir flight AA860 delayed 1hrs, will I miss my connection in ORD?",Sorry for the delay on AA860. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2670,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA1749.
t2671,flight delay,flight_delay,"@customer: @AmericanAir stuck at JFK, delay again, crew says 3hr wait, what now?",Sorry for the delay on AA1478. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2672,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA609 to DCA today, need rebook ASAP",Sorry your flight AA609 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2673,refund compensation,refund_compensation,"@customer: trip credit not received for AA457, booking TZ2SLT","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2674,flight delay,flight_delay,"@customer: AA AA304 delayed, need hotel tonight in JFK, who pays?",Sorry for the delay on AA304. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2675,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA2182 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2676,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2614, AAdvantage MQM6UR",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2677,complaint service,complaint_service,"@customer: @AmericanAir crew on AA653 was rude to my mother, unacceptable",I am sorry you experienced this on AA653. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2678,checkin boarding,checkin_boarding,@customer: cant check in flight aa2404 app error leaves in 2 hours pls help asap,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2679,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate PHX, want supervisor + case",I am sorry you experienced this on AA2825. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2680,praise other,praise_other,@customer: do you fly to DFW direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA1182.
t2681,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA1657, AAdvantage 73RVHD",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2682,flight delay,flight_delay,@customer: aa aa1352 delayed need hotel tonight in clt who pays? pls help asap,Sorry for the delay on AA1352. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2683,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1635, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2684,flight delay,flight_delay,"@customer: @AmericanAir flight AA1025 delayed 4hrs, will I miss my connection in ORD?",Sorry for the delay on AA1025. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2685,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1936 at DCA, tag BRRWSY",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2686,checkin boarding,checkin_boarding,@customer: what gate for AA424 at CLT? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2687,checkin boarding,checkin_boarding,@customer: boarding pass wont load gate 1 at ord pls help asap,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2688,flight delay,flight_delay,"@customer: @AmericanAir flight AA2427 delayed 1hrs, will I miss my connection in ORD?",Sorry for the delay on AA2427. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2689,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate ORD, rebook options?",Sorry your flight AA1171 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2690,baggage,baggage,@customer: charged $75 bag fee but told free flight aa2293 refund? pls help asap,Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2691,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1386, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2692,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA1193.
t2693,praise other,praise_other,@customer: do you fly to MIA direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2292.
t2694,refund compensation,refund_compensation,"@customer: trip credit not received for AA1669, booking CY7J7X","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2695,checkin boarding,checkin_boarding,@customer: what gate for AA1367 at MIA? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2696,flight delay,flight_delay,"@customer: AA AA946 delayed, need hotel tonight in DFW, who pays?",Sorry for the delay on AA946. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2697,complaint service,complaint_service,"@customer: never flying again, worst service AA1578, filing DOT complaint",I am sorry you experienced this on AA1578. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2698,complaint service,complaint_service,"@customer: never flying again, worst service AA1082, filing DOT complaint",I am sorry you experienced this on AA1082. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2699,baggage,baggage,@customer: damaged suitcase on aa2129 claim process? pls help asap,Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
